data_somministrazione,area,totale,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_aggiuntiva,dose_booster,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-06-30,EMR,34277,17297,16980,17630,15635,1012,0,0,ITH,ITH5,8,Emilia-Romagna
2021-07-15,PAT,4325,2315,2010,1805,2357,163,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-08-17,FVG,3707,1991,1716,2847,611,249,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-07,SIC,22720,11303,11417,9481,12806,433,0,0,ITG,ITG1,19,Sicilia
2021-10-29,UMB,3236,1470,1766,194,591,12,789,1650,ITI,ITI2,10,Umbria
2021-01-03,CAL,6,3,3,5,0,1,0,0,ITF,ITF6,18,Calabria
2021-03-11,CAM,18035,9082,8953,10366,7128,541,0,0,ITF,ITF3,15,Campania
2021-03-19,PAB,1924,778,1146,763,1094,67,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-07-21,VDA,1169,639,530,297,850,22,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-08-12,SAR,12483,6618,5865,6616,5682,185,0,0,ITG,ITG2,20,Sardegna
2021-08-25,PUG,25951,13652,12299,10454,14505,992,0,0,ITF,ITF4,16,Puglia
2021-09-10,LOM,52680,28293,24387,11524,39370,1786,0,0,ITC,ITC4,3,Lombardia
2021-09-17,TOS,19669,10732,8937,4285,14879,505,0,0,ITI,ITI1,9,Toscana
2021-10-11,LIG,4883,2692,2191,1806,2095,68,135,779,ITC,ITC3,7,Liguria
2021-04-11,LIG,4253,1931,2322,3938,249,66,0,0,ITC,ITC3,7,Liguria
2021-08-08,PUG,5127,2604,2523,1650,3422,55,0,0,ITF,ITF4,16,Puglia
2021-09-01,MAR,6203,3279,2924,2027,3940,236,0,0,ITI,ITI3,11,Marche
2021-10-12,VDA,319,184,135,261,31,27,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-11-10,LAZ,19123,9239,9884,1469,2703,107,508,14336,ITI,ITI4,12,Lazio
2021-06-02,LOM,84734,43625,41109,77078,6306,1350,0,0,ITC,ITC4,3,Lombardia
2021-06-02,VEN,20320,10240,10080,15301,4327,692,0,0,ITH,ITH3,5,Veneto
2021-07-17,EMR,43687,23066,20621,7202,35681,804,0,0,ITH,ITH5,8,Emilia-Romagna
2021-07-27,TOS,38769,20164,18605,11263,27099,407,0,0,ITI,ITI1,9,Toscana
2021-08-07,UMB,7240,3805,3435,2540,4621,79,0,0,ITI,ITI2,10,Umbria
2021-02-21,MOL,577,228,349,575,2,0,0,0,ITF,ITF2,14,Molise
2021-03-06,SIC,12652,5064,7588,9767,2751,134,0,0,ITG,ITG1,19,Sicilia
2021-07-04,VDA,1195,532,663,348,831,16,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-07-20,LIG,13993,6891,7102,2686,11202,105,0,0,ITC,ITC3,7,Liguria
2021-10-22,EMR,13735,6736,6999,2055,5290,286,741,5363,ITH,ITH5,8,Emilia-Romagna
2021-03-29,VDA,494,233,261,447,39,8,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-06-09,FVG,11335,5969,5366,9405,1381,549,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-07-23,ABR,12576,6466,6110,2856,9555,165,0,0,ITF,ITF1,13,Abruzzo
2021-08-15,MAR,225,112,113,205,13,7,0,0,ITI,ITI3,11,Marche
2021-09-20,PAB,1258,651,607,874,372,1,0,11,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-26,CAL,1280,697,583,652,604,21,2,1,ITF,ITF6,18,Calabria
2021-01-21,ABR,157,47,110,157,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-03-11,LOM,36304,13514,22790,25736,9424,1144,0,0,ITC,ITC4,3,Lombardia
2021-03-27,CAL,8885,4045,4840,4666,4163,56,0,0,ITF,ITF6,18,Calabria
2021-05-16,UMB,5235,2495,2740,5079,50,106,0,0,ITI,ITI2,10,Umbria
2021-06-20,VDA,1134,545,589,482,637,15,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-07-10,TOS,29331,14196,15135,7947,21148,236,0,0,ITI,ITI1,9,Toscana
2021-08-24,VEN,19966,10647,9319,8970,10439,557,0,0,ITH,ITH3,5,Veneto
2021-02-04,MOL,763,296,467,79,683,1,0,0,ITF,ITF2,14,Molise
2021-04-04,TOS,13931,6614,7317,13464,252,215,0,0,ITI,ITI1,9,Toscana
2021-05-26,FVG,13571,6780,6791,9703,3458,410,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-08-19,LAZ,9343,5359,3984,3017,6217,109,0,0,ITI,ITI4,12,Lazio
2021-08-24,CAM,22626,11715,10911,8638,13192,796,0,0,ITF,ITF3,15,Campania
2021-10-06,PAT,1575,840,735,704,432,31,70,338,ITH,ITH2,4,Provincia Autonoma Trento
2021-11-08,EMR,15963,7553,8410,1027,2919,134,1285,10598,ITH,ITH5,8,Emilia-Romagna
2021-11-08,PIE,17065,8330,8735,1445,4362,135,2864,8259,ITC,ITC1,1,Piemonte
2021-03-12,VDA,535,177,358,296,222,17,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-05-01,ABR,10754,5053,5701,5643,4968,143,0,0,ITF,ITF1,13,Abruzzo
2021-05-24,MAR,11001,5193,5808,7982,2837,182,0,0,ITI,ITI3,11,Marche
2021-07-05,CAL,13389,6256,7133,4252,9057,80,0,0,ITF,ITF6,18,Calabria
2021-08-24,UMB,4462,2252,2210,1890,2480,92,0,0,ITI,ITI2,10,Umbria
2021-09-19,PAT,487,314,173,300,171,16,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-30,BAS,1551,832,719,395,1058,44,52,2,ITF,ITF5,17,Basilicata
2021-10-18,TOS,15389,7745,7644,2201,7053,210,324,5601,ITI,ITI1,9,Toscana
2021-02-15,FVG,2472,920,1552,2002,255,215,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-15,MOL,3049,1432,1617,2560,393,96,0,0,ITF,ITF2,14,Molise
2021-05-16,CAM,51163,23231,27932,32864,17452,847,0,0,ITF,ITF3,15,Campania
2021-07-31,EMR,36256,19257,16999,12118,23349,789,0,0,ITH,ITH5,8,Emilia-Romagna
2021-07-31,PIE,35634,18916,16718,10659,24419,556,0,0,ITC,ITC1,1,Piemonte
2021-09-10,VEN,28362,15640,12722,4501,23417,444,0,0,ITH,ITH3,5,Veneto
2021-10-30,PUG,1202,660,542,155,387,52,142,466,ITF,ITF4,16,Puglia
2021-02-06,LOM,15324,5560,9764,1722,13522,80,0,0,ITC,ITC4,3,Lombardia
2021-02-20,SIC,7174,3709,3465,6789,273,112,0,0,ITG,ITG1,19,Sicilia
2021-04-06,LAZ,24741,11341,13400,17116,7144,481,0,0,ITI,ITI4,12,Lazio
2021-05-20,ABR,12825,5933,6892,7443,5246,136,0,0,ITF,ITF1,13,Abruzzo
2021-06-11,EMR,46011,23881,22130,38233,6536,1242,0,0,ITH,ITH5,8,Emilia-Romagna
2021-08-17,PIE,18246,9786,8460,11791,5609,846,0,0,ITC,ITC1,1,Piemonte
2021-09-12,SAR,3234,1794,1440,622,2585,27,0,0,ITG,ITG2,20,Sardegna
2021-10-08,PAT,2300,1228,1072,1043,808,53,50,346,ITH,ITH2,4,Provincia Autonoma Trento
2021-11-06,MAR,3689,1833,1856,410,907,45,432,1895,ITI,ITI3,11,Marche
2021-02-20,CAM,8572,3080,5492,8054,297,221,0,0,ITF,ITF3,15,Campania
2021-05-10,PAB,3030,1307,1723,1336,1582,112,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-05,SIC,12745,6908,5837,5493,7049,203,0,0,ITG,ITG1,19,Sicilia
2021-09-11,VDA,390,238,152,2,385,3,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-10-27,UMB,4167,1920,2247,241,643,17,1041,2225,ITI,ITI2,10,Umbria
2021-03-29,BAS,2483,898,1585,2136,286,61,0,0,ITF,ITF5,17,Basilicata
2021-05-09,PIE,27017,12862,14155,12992,13501,524,0,0,ITC,ITC1,1,Piemonte
2021-06-04,SAR,14527,6950,7577,9796,4568,163,0,0,ITG,ITG2,20,Sardegna
2021-07-03,VEN,38717,20122,18595,11067,27024,626,0,0,ITH,ITH3,5,Veneto
2021-08-27,PUG,24084,12632,11452,10103,13000,981,0,0,ITF,ITF4,16,Puglia
2021-09-28,VDA,224,134,90,41,180,3,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-11-01,CAM,4996,2732,2264,641,2567,72,859,857,ITF,ITF3,15,Campania
2021-01-18,LIG,2148,749,1399,1885,154,109,0,0,ITC,ITC3,7,Liguria
2021-01-27,PAT,873,310,563,218,647,8,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-03,SIC,5950,2794,3156,741,5200,9,0,0,ITG,ITG1,19,Sicilia
2021-03-16,TOS,4925,1890,3035,2679,2153,93,0,0,ITI,ITI1,9,Toscana
2021-03-27,UMB,4300,1536,2764,3892,344,64,0,0,ITI,ITI2,10,Umbria
2021-06-17,MOL,2332,1030,1302,926,1371,35,0,0,ITF,ITF2,14,Molise
2021-06-28,EMR,40090,19675,20415,19591,19459,1040,0,0,ITH,ITH5,8,Emilia-Romagna
2021-06-14,SIC,43501,20664,22837,28144,14855,502,0,0,ITG,ITG1,19,Sicilia
2021-07-24,CAM,48005,24876,23129,6642,40839,524,0,0,ITF,ITF3,15,Campania
2021-08-01,PAB,1323,763,560,700,535,88,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-08-05,UMB,9721,5089,4632,3849,5698,174,0,0,ITI,ITI2,10,Umbria
2021-09-11,ABR,2385,1331,1054,1048,1228,109,0,0,ITF,ITF1,13,Abruzzo
2021-10-13,LIG,5728,3147,2581,2546,2157,71,110,844,ITC,ITC3,7,Liguria
2021-01-05,BAS,953,410,543,943,0,10,0,0,ITF,ITF5,17,Basilicata
2021-03-01,FVG,2982,1051,1931,2876,50,56,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,EMR,16095,6834,9261,8922,6940,233,0,0,ITH,ITH5,8,Emilia-Romagna
2021-06-21,SAR,14041,6739,7302,5139,8810,92,0,0,ITG,ITG2,20,Sardegna
2021-09-25,MOL,1146,643,503,259,636,10,228,13,ITF,ITF2,14,Molise
2020-12-27,LAZ,277,133,144,276,0,1,0,0,ITI,ITI4,12,Lazio
2021-02-13,PAT,545,335,210,180,363,2,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-27,TOS,2000,763,1237,1033,881,86,0,0,ITI,ITI1,9,Toscana
2021-03-11,VEN,19840,8894,10946,13963,5300,577,0,0,ITH,ITH3,5,Veneto
2021-03-18,FVG,3387,1429,1958,1686,1661,40,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-08-31,PIE,19050,10051,8999,6869,11595,586,0,0,ITC,ITC1,1,Piemonte
2021-03-13,SAR,2776,1085,1691,2470,256,50,0,0,ITG,ITG2,20,Sardegna
2021-03-26,PUG,12059,5872,6187,7218,4655,186,0,0,ITF,ITF4,16,Puglia
2021-05-26,PIE,33911,15639,18272,15439,18066,406,0,0,ITC,ITC1,1,Piemonte
2021-05-28,SIC,51294,22997,28297,24362,26494,438,0,0,ITG,ITG1,19,Sicilia
2021-06-16,VEN,47817,23589,24228,25312,21286,1219,0,0,ITH,ITH3,5,Veneto
2021-07-19,UMB,7683,3846,3837,1544,6035,104,0,0,ITI,ITI2,10,Umbria
2021-08-18,PAB,888,466,422,368,489,31,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-07,LAZ,13320,6759,6561,6974,5862,484,0,0,ITI,ITI4,12,Lazio
2021-01-20,CAM,1264,654,610,1231,0,33,0,0,ITF,ITF3,15,Campania
2021-03-09,PUG,13711,6129,7582,11440,1986,285,0,0,ITF,ITF4,16,Puglia
2021-04-06,EMR,24770,11180,13590,19620,4709,441,0,0,ITH,ITH5,8,Emilia-Romagna
2021-04-27,SIC,26464,12690,13774,15152,10935,377,0,0,ITG,ITG1,19,Sicilia
2021-09-08,MOL,980,519,461,255,721,4,0,0,ITF,ITF2,14,Molise
2021-01-01,VEN,1527,471,1056,1491,0,36,0,0,ITH,ITH3,5,Veneto
2021-01-13,PAT,444,131,313,431,0,13,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,PIE,4470,1615,2855,3145,1089,236,0,0,ITC,ITC1,1,Piemonte
2021-05-22,MAR,11941,5720,6221,7348,4418,175,0,0,ITI,ITI3,11,Marche
2021-09-28,BAS,1765,937,828,434,1231,66,34,0,ITF,ITF5,17,Basilicata
2021-10-30,LIG,3289,1748,1541,428,1226,31,212,1392,ITC,ITC3,7,Liguria
2021-11-01,LOM,12432,5960,6472,970,3015,137,369,7941,ITC,ITC4,3,Lombardia
2020-12-27,EMR,973,374,599,964,0,9,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-18,LIG,2774,1128,1646,2345,311,118,0,0,ITC,ITC3,7,Liguria
2021-03-04,PIE,14522,5818,8704,11351,2740,431,0,0,ITC,ITC1,1,Piemonte
2021-03-08,CAL,5524,2993,2531,4389,1088,47,0,0,ITF,ITF6,18,Calabria
2021-03-30,SAR,8938,3626,5312,6449,2282,207,0,0,ITG,ITG2,20,Sardegna
2021-04-27,UMB,5819,2464,3355,3056,2724,39,0,0,ITI,ITI2,10,Umbria
2021-08-05,SIC,23869,11854,12015,11465,12035,369,0,0,ITG,ITG1,19,Sicilia
2021-09-19,FVG,2095,1134,961,520,1509,66,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-11-02,ABR,4141,2128,2013,413,1653,32,287,1756,ITF,ITF1,13,Abruzzo
2021-02-26,BAS,2169,910,1259,2069,80,20,0,0,ITF,ITF5,17,Basilicata
2021-03-06,LAZ,18451,7120,11331,13868,4191,392,0,0,ITI,ITI4,12,Lazio
2021-07-24,LOM,95886,50658,45228,9970,85044,872,0,0,ITC,ITC4,3,Lombardia
2021-09-17,PIE,15503,8349,7154,5407,9507,589,0,0,ITC,ITC1,1,Piemonte
2021-03-25,VEN,25981,11066,14915,19044,5892,1045,0,0,ITH,ITH3,5,Veneto
2021-08-08,LIG,1209,652,557,538,659,12,0,0,ITC,ITC3,7,Liguria
2021-08-10,LOM,61488,33273,28215,18785,41615,1088,0,0,ITC,ITC4,3,Lombardia
2021-08-19,SIC,19572,9770,9802,10458,8770,344,0,0,ITG,ITG1,19,Sicilia
2021-02-03,UMB,777,182,595,69,708,0,0,0,ITI,ITI2,10,Umbria
2021-03-10,VDA,439,184,255,224,208,7,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-20,LAZ,19302,7684,11618,13079,5852,371,0,0,ITI,ITI4,12,Lazio
2021-05-07,PAT,6101,3134,2967,4786,852,463,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-05-14,SIC,52259,24504,27755,35781,15646,832,0,0,ITG,ITG1,19,Sicilia
2021-06-09,PIE,38463,20245,18218,34940,2698,825,0,0,ITC,ITC1,1,Piemonte
2021-08-11,ABR,8278,4417,3861,2610,5504,164,0,0,ITF,ITF1,13,Abruzzo
2021-02-03,CAM,8910,4006,4904,1073,7800,37,0,0,ITF,ITF3,15,Campania
2021-02-16,PAB,530,205,325,521,0,9,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-23,PUG,9410,4439,4971,8744,479,187,0,0,ITF,ITF4,16,Puglia
2021-04-20,PAT,2913,1391,1522,2679,37,197,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-05-02,LOM,83553,38354,45199,59631,21997,1925,0,0,ITC,ITC4,3,Lombardia
2021-01-06,SAR,1638,555,1083,1630,0,8,0,0,ITG,ITG2,20,Sardegna
2021-02-11,MAR,1988,657,1331,1559,385,44,0,0,ITI,ITI3,11,Marche
2021-03-25,CAL,7549,3566,3983,4541,2954,54,0,0,ITF,ITF6,18,Calabria
2021-04-11,VEN,21020,8882,12138,14207,6236,577,0,0,ITH,ITH3,5,Veneto
2021-06-20,BAS,4010,1883,2127,1945,2027,38,0,0,ITF,ITF5,17,Basilicata
2021-07-22,LIG,21498,10925,10573,4524,16810,164,0,0,ITC,ITC3,7,Liguria
2021-10-15,CAM,21795,12440,9355,8698,8043,587,810,3657,ITF,ITF3,15,Campania
2021-01-11,MAR,1183,413,770,1164,0,19,0,0,ITI,ITI3,11,Marche
2021-01-28,PAB,872,309,563,12,860,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-02,MOL,541,176,365,215,323,3,0,0,ITF,ITF2,14,Molise
2021-02-21,VDA,18,3,15,0,18,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-22,CAL,2125,1086,1039,1555,561,9,0,0,ITF,ITF6,18,Calabria
2021-03-18,PIE,11477,4677,6800,3790,7411,276,0,0,ITC,ITC1,1,Piemonte
2021-05-09,PAT,2357,1226,1131,1834,342,181,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-05-20,BAS,5888,2982,2906,2893,2964,31,0,0,ITF,ITF5,17,Basilicata
2021-11-10,EMR,16315,7591,8724,989,2599,99,1317,11311,ITH,ITH5,8,Emilia-Romagna
2021-04-14,PUG,32139,15154,16985,28407,3275,457,0,0,ITF,ITF4,16,Puglia
2021-05-07,TOS,32218,14733,17485,11498,20097,623,0,0,ITI,ITI1,9,Toscana
2021-06-28,FVG,9970,5017,4953,2091,7677,202,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-07-17,LAZ,44018,22203,21815,2214,41692,112,0,0,ITI,ITI4,12,Lazio
2021-09-07,CAL,5893,2980,2913,2762,2983,148,0,0,ITF,ITF6,18,Calabria
2021-10-09,PAB,1878,1034,844,1049,759,3,5,62,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-03-28,PUG,3554,1662,1892,1177,2330,47,0,0,ITF,ITF4,16,Puglia
2021-03-29,ABR,5713,2601,3112,3018,2637,58,0,0,ITF,ITF1,13,Abruzzo
2021-03-30,LOM,39766,15648,24118,24158,14598,1010,0,0,ITC,ITC4,3,Lombardia
2021-04-21,MAR,10787,4969,5818,9426,1186,175,0,0,ITI,ITI3,11,Marche
2021-06-02,CAL,12120,5807,6313,8791,3275,54,0,0,ITF,ITF6,18,Calabria
2021-06-30,LAZ,63130,29712,33418,29753,32690,687,0,0,ITI,ITI4,12,Lazio
2021-08-17,PAT,5545,2926,2619,2046,3356,143,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-08-28,BAS,2276,1288,988,1109,1105,62,0,0,ITF,ITF5,17,Basilicata
2021-09-27,MOL,862,454,408,265,290,9,297,1,ITF,ITF2,14,Molise
2021-01-16,MOL,427,169,258,418,0,9,0,0,ITF,ITF2,14,Molise
2021-03-20,FVG,3427,1422,2005,1373,2017,37,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-13,CAM,26622,12691,13931,20484,5511,627,0,0,ITF,ITF3,15,Campania
2021-07-01,PAB,4649,2310,2339,1282,3148,219,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-08-15,TOS,14713,7773,6940,5267,9240,206,0,0,ITI,ITI1,9,Toscana
2021-10-13,VEN,16477,8732,7745,5736,6214,259,482,3786,ITH,ITH3,5,Veneto
2021-11-13,LIG,4309,2191,2118,481,1350,13,284,2181,ITC,ITC3,7,Liguria
2021-05-05,MAR,11698,5322,6376,5129,6402,167,0,0,ITI,ITI3,11,Marche
2021-05-14,LIG,13170,5873,7297,8540,4294,336,0,0,ITC,ITC3,7,Liguria
2021-06-16,CAL,18355,8484,9871,12120,6127,108,0,0,ITF,ITF6,18,Calabria
2021-07-06,PUG,42519,19577,22942,6128,35930,461,0,0,ITF,ITF4,16,Puglia
2021-09-09,VDA,327,177,150,100,216,11,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-11,BAS,2869,1520,1349,764,2039,66,0,0,ITF,ITF5,17,Basilicata
2021-01-03,CAM,3836,2009,1827,3783,0,53,0,0,ITF,ITF3,15,Campania
2021-01-20,SAR,214,77,137,212,2,0,0,0,ITG,ITG2,20,Sardegna
2021-01-28,MAR,2092,726,1366,174,1914,4,0,0,ITI,ITI3,11,Marche
2021-02-15,PAT,549,193,356,417,117,15,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-26,MOL,1187,533,654,824,329,34,0,0,ITF,ITF2,14,Molise
2021-06-06,BAS,4512,2074,2438,3698,774,40,0,0,ITF,ITF5,17,Basilicata
2021-08-19,EMR,21597,11606,9991,11933,8721,943,0,0,ITH,ITH5,8,Emilia-Romagna
2021-06-01,VDA,874,471,403,511,352,11,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-07-22,LOM,99443,52058,47385,12793,85159,1491,0,0,ITC,ITC4,3,Lombardia
2021-07-29,TOS,39451,20552,18899,12591,26456,404,0,0,ITI,ITI1,9,Toscana
2021-08-13,MAR,6751,3759,2992,3410,3123,218,0,0,ITI,ITI3,11,Marche
2021-08-22,LIG,760,441,319,173,578,9,0,0,ITC,ITC3,7,Liguria
2021-10-01,SAR,6672,3734,2938,2147,4221,118,176,10,ITG,ITG2,20,Sardegna
2021-04-08,LAZ,26987,12366,14621,18757,7678,552,0,0,ITI,ITI4,12,Lazio
2021-05-26,PAT,3982,1875,2107,1131,2716,135,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-10-27,SIC,10666,5913,4753,2021,4826,189,983,2647,ITG,ITG1,19,Sicilia
2021-04-09,MOL,2375,1275,1100,2110,192,73,0,0,ITF,ITF2,14,Molise
2021-04-13,LOM,47713,21292,26421,32991,13864,858,0,0,ITC,ITC4,3,Lombardia
2021-05-18,VDA,974,486,488,354,614,6,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-06-07,TOS,35001,17179,17822,30950,3650,401,0,0,ITI,ITI1,9,Toscana
2021-06-18,UMB,4821,2378,2443,1594,3141,86,0,0,ITI,ITI2,10,Umbria
2021-06-23,SAR,20549,9670,10879,6179,14245,125,0,0,ITG,ITG2,20,Sardegna
2021-07-22,VEN,48465,25165,23300,13390,34349,726,0,0,ITH,ITH3,5,Veneto
2021-07-29,FVG,9628,4914,4714,3239,6064,325,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-06,LOM,7173,2534,4639,6934,0,239,0,0,ITC,ITC4,3,Lombardia
2021-01-15,SIC,5453,2390,3063,5383,0,70,0,0,ITG,ITG1,19,Sicilia
2021-05-31,LIG,14763,7401,7362,9150,5496,117,0,0,ITC,ITC3,7,Liguria
2021-06-19,PUG,34916,17513,17403,22263,11906,747,0,0,ITF,ITF4,16,Puglia
2021-09-26,CAM,10758,5902,4856,4189,4879,398,1176,116,ITF,ITF3,15,Campania
2021-11-08,PAT,1345,665,680,155,446,7,29,708,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-07,VDA,292,120,172,191,96,5,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-13,VEN,14047,6332,7715,8019,5451,577,0,0,ITH,ITH3,5,Veneto
2021-04-20,FVG,7160,3085,4075,3141,3828,191,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-28,EMR,41316,18971,22345,17511,23132,673,0,0,ITH,ITH5,8,Emilia-Romagna
2021-06-03,ABR,13201,6287,6914,9259,3761,181,0,0,ITF,ITF1,13,Abruzzo
2021-08-07,CAL,9526,4873,4653,3011,6443,72,0,0,ITF,ITF6,18,Calabria
2021-09-24,LAZ,14990,8017,6973,6993,6629,575,575,218,ITI,ITI4,12,Lazio
2021-09-26,UMB,1296,693,603,543,676,30,44,3,ITI,ITI2,10,Umbria
2021-11-09,PAB,817,412,405,126,253,0,21,417,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-13,FVG,2667,843,1824,2638,0,29,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-25,SIC,21407,10210,11197,16130,5007,270,0,0,ITG,ITG1,19,Sicilia
2021-05-21,TOS,28971,13509,15462,17316,11390,265,0,0,ITI,ITI1,9,Toscana
2021-08-23,VDA,404,205,199,91,299,14,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-27,PUG,14840,8107,6733,4810,8488,687,814,41,ITF,ITF4,16,Puglia
2021-02-13,TOS,7869,2390,5479,7445,225,199,0,0,ITI,ITI1,9,Toscana
2021-03-09,LIG,5946,2758,3188,4445,1391,110,0,0,ITC,ITC3,7,Liguria
2021-04-06,FVG,6755,3182,3573,5412,1137,206,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-19,PIE,11684,6376,5308,4995,6280,409,0,0,ITC,ITC1,1,Piemonte
2021-10-08,LAZ,12804,6532,6272,4506,4346,390,387,3175,ITI,ITI4,12,Lazio
2021-10-10,UMB,1064,548,516,348,444,15,67,190,ITI,ITI2,10,Umbria
2021-10-13,CAM,18855,10440,8415,6601,6184,490,858,4722,ITF,ITF3,15,Campania
2021-10-15,SAR,7309,4117,3192,1855,4501,100,173,680,ITG,ITG2,20,Sardegna
2021-03-12,ABR,6044,1993,4051,4364,1591,89,0,0,ITF,ITF1,13,Abruzzo
2021-04-04,MAR,3836,1797,2039,2618,1165,53,0,0,ITI,ITI3,11,Marche
2021-04-30,LOM,117577,54911,62666,87612,27106,2859,0,0,ITC,ITC4,3,Lombardia
2021-05-16,CAL,13834,6749,7085,9925,3848,61,0,0,ITF,ITF6,18,Calabria
2021-07-05,VEN,39166,20296,18870,14149,24117,900,0,0,ITH,ITH3,5,Veneto
2021-07-05,UMB,8434,4085,4349,169,8250,15,0,0,ITI,ITI2,10,Umbria
2021-08-09,VDA,676,337,339,247,406,23,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-08-11,BAS,3710,1922,1788,1425,2225,60,0,0,ITF,ITF5,17,Basilicata
2021-08-29,TOS,17239,9140,8099,7796,8842,601,0,0,ITI,ITI1,9,Toscana
2020-12-27,FVG,263,149,114,262,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-01,SIC,5957,2643,3314,340,5603,14,0,0,ITG,ITG1,19,Sicilia
2021-03-26,MOL,2645,1066,1579,1887,648,110,0,0,ITF,ITF2,14,Molise
2021-07-05,CAM,63334,30531,32803,12644,49823,867,0,0,ITF,ITF3,15,Campania
2021-09-19,EMR,15682,8672,7010,5694,9412,576,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-20,LOM,5723,1396,4327,5084,113,526,0,0,ITC,ITC4,3,Lombardia
2021-02-20,LIG,1340,640,700,1325,1,14,0,0,ITC,ITC3,7,Liguria
2021-05-01,VDA,943,565,378,439,482,22,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-06-20,ABR,8446,4238,4208,5409,2924,113,0,0,ITF,ITF1,13,Abruzzo
2021-07-13,MAR,14855,7278,7577,1464,13251,140,0,0,ITI,ITI3,11,Marche
2021-08-24,CAL,6510,3231,3279,2322,4102,86,0,0,ITF,ITF6,18,Calabria
2021-10-23,PAB,1720,924,796,373,1007,2,45,293,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-18,MOL,117,48,69,114,0,3,0,0,ITF,ITF2,14,Molise
2021-03-03,PIE,12106,4753,7353,11005,696,405,0,0,ITC,ITC1,1,Piemonte
2021-03-29,SAR,4864,1886,2978,4158,591,115,0,0,ITG,ITG2,20,Sardegna
